what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1493899242579
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1493899242579
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1493899242582
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1493899242584
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1493899242584
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1493899242585
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1493899242585
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1493899242586
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1493899242586
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1493899242586
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1493899242586
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1493899242587
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1493899242587
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1493899242587
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1493899242588
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1493899242589
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1493899242590
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1493899242590
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1493899242590
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1493899242591
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1493899242591
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1493899242591
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1493899242594
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1493899242594
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1493899242594
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1493899242595
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1493899242595
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1493899242595
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1493899242595
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1493899242600
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1493899242602
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1493899242604
started,bundle,org.eclipse.dltk.core,3.0.0.v20110609-1525,"org.eclipse.dltk.core",1493899242604
started,bundle,org.eclipse.dltk.launching,3.0.0.v20110423,"org.eclipse.dltk.launching",1493899242604
started,bundle,org.eclipse.dltk.ui,3.0.0.v20110609-1525,"org.eclipse.dltk.ui",1493899242605
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers",1493899242605
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201106081058,"org.eclipse.cdt.codan.core",1493899242606
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201106081058,"org.eclipse.cdt.codan.core.cxx",1493899242606
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201106081058,"org.eclipse.cdt.codan.ui.cxx",1493899242606
started,bundle,org.eclipse.cdt.core,5.3.0.201106081058,"org.eclipse.cdt.core",1493899242609
started,bundle,org.eclipse.cdt.make.core,7.1.0.201106081058,"org.eclipse.cdt.make.core",1493899242619
started,bundle,org.eclipse.cdt.make.ui,7.1.0.201106081058,"org.eclipse.cdt.make.ui",1493899242619
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.core",1493899242622
started,bundle,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui",1493899242623
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1493899242623
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1493899242624
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1493899242625
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui",1493899242626
started,bundle,org.tigris.subversion.clientadapter,1.6.12,"org.tigris.subversion.clientadapter",1493899242626
started,bundle,org.tigris.subversion.subclipse.core,1.6.18,"org.tigris.subversion.subclipse.core",1493899242626
started,bundle,org.tigris.subversion.subclipse.mylyn,3.0.0,"org.tigris.subversion.subclipse.mylyn",1493899242626
started,bundle,org.tigris.subversion.subclipse.tools.usage,1.0.1,"org.tigris.subversion.subclipse.tools.usage",1493899242626
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1493899242627
started,bundle,fr.tm.elibel.smartqvt.modulesmanager,0.2.1,"fr.tm.elibel.smartqvt.modulesmanager",1493899242627
started,bundle,fr.tm.elibel.smartqvt.stdlibs,0.2.1,"fr.tm.elibel.smartqvt.stdlibs",1493899242627
started,bundle,org.eclipse.eclipsemonkey,1.0.1.201104071107,"org.eclipse.eclipsemonkey",1493899242634
started,bundle,org.eclipse.eclipsemonkey.lang.javascript,1.0.1.201104071107,"org.eclipse.eclipsemonkey.lang.javascript",1493899242634
started,bundle,org.eclipse.gmf.runtime.diagram.core,1.4.1.v20101221-2230,"org.eclipse.gmf.runtime.diagram.core",1493899242635
started,bundle,org.eclipse.papyrus.core,0.8.0.v201106151827,"org.eclipse.papyrus.core",1493899242635
started,bundle,org.eclipse.papyrus.diagram.common,0.8.0.v201106151827,"org.eclipse.papyrus.diagram.common",1493899242654
started,bundle,org.eclipse.papyrus.log,0.8.0.v201106151827,"org.eclipse.papyrus.log",1493899242656
started,bundle,org.eclipse.papyrus.modelexplorer,0.8.0.v201106151827,"org.eclipse.papyrus.modelexplorer",1493899242656
started,bundle,org.topcased.modeler.efs,2.5.0.201107291408,"org.topcased.modeler.efs",1493899242656
started,bundle,org.topcased.requirement,3.3.1.201107291409,"org.topcased.requirement",1493899242657
started,bundle,org.topcased.requirement.core,3.3.3.201107291409,"org.topcased.requirement.core",1493899242660
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1493899242660
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20110913-1156,"org.eclipse.emf.common.ui",1493899242662
started,bundle,org.eclipse.emf.ecore,2.7.0.v20110912-0920,"org.eclipse.emf.ecore",1493899242662
started,bundle,org.eclipse.emf.edit,2.7.1.v20110913-1526,"org.eclipse.emf.edit",1493899242664
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20110913-1156,"org.eclipse.emf.edit.ui",1493899242665
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1493899242667
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1493899242670
os,sysinfo,,,"linux",1493899242674
arch,sysinfo,,,"x86_64",1493899242674
ws,sysinfo,,,"gtk",1493899242674
locale,sysinfo,,,"fr_FR",1493899242674
processors,sysinfo,,,"4",1493899242674
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1493899242674
java.runtime.version,sysinfo,,,"1.7.0_79-b14",1493899242674
java.specification.name,sysinfo,,,"Java Platform API Specification",1493899242674
java.specification.vendor,sysinfo,,,"Oracle Corporation",1493899242674
java.specification.version,sysinfo,,,"1.7",1493899242674
java.vendor,sysinfo,,,"Oracle Corporation",1493899242674
java.version,sysinfo,,,"1.7.0_79",1493899242674
java.vm.info,sysinfo,,,"mixed mode",1493899242674
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1493899242674
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1493899242674
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1493899242674
java.vm.specification.version,sysinfo,,,"1.7",1493899242674
java.vm.vendor,sysinfo,,,"Oracle Corporation",1493899242674
java.vm.version,sysinfo,,,"24.79-b02",1493899242674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899245241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899247099
started,bundle,org.jrfonseca.pythonmonkey,0.1.0.201107291408,"org.jrfonseca.pythonmonkey",1493899248038
started,bundle,org.eclipse.papyrus.ui.perspectiveconfiguration,0.8.0.v201106151827,"org.eclipse.papyrus.ui.perspectiveconfiguration",1493899248056
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201109270310,"org.eclipse.wb.core.lib",1493899248095
started,bundle,org.eclipse.wb.core,1.2.0.r37x201109270310,"org.eclipse.wb.core",1493899248125
started,bundle,com.google.gdt.eclipse.designer,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer",1493899248157
started,bundle,com.google.gdt.eclipse.designer.GXT,2.4.2.r37x201110181249,"com.google.gdt.eclipse.designer.GXT",1493899248164
started,bundle,com.google.gdt.eclipse.designer.SmartGWT,2.4.2.r37x201110181249,"com.google.gdt.eclipse.designer.SmartGWT",1493899248168
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201110181239,"com.google.gdt.eclipse.designer.UiBinder",1493899248172
started,bundle,org.eclipse.wb.discovery.core,1.2.0.r37x201109270333,"org.eclipse.wb.discovery.core",1493899248177
started,bundle,org.eclipse.wb.discovery.ui,1.2.0.r37x201109270333,"org.eclipse.wb.discovery.ui",1493899249461
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1493899250629
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1493899263096
started,bundle,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.ui",1493899263115
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.500.v201012020700,"org.eclipse.jst.j2ee.navigator.ui",1493899263118
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1493899263189
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1493899263193
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1493899263199
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1493899263213
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1493899263227
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1493899263228
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1493899263234
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1493899263234
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1493899263240
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1493899263266
started,bundle,org.eclipse.gef,3.7.0.v20110407-2050,"org.eclipse.gef",1493899263492
started,bundle,org.eclipse.papyrus.sasheditor,0.8.0.v201106151827,"org.eclipse.papyrus.sasheditor",1493899263517
started,bundle,org.eclipse.emf.transaction,1.4.0.v20100331-1738,"org.eclipse.emf.transaction",1493899263529
started,bundle,org.eclipse.gmf.runtime.diagram.ui,1.5.0.v20110309-2230,"org.eclipse.gmf.runtime.diagram.ui",1493899263532
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1493899263532
started,bundle,org.eclipse.papyrus.editor,0.8.0.v201106151827,"org.eclipse.papyrus.editor",1493899263533
started,bundle,org.eclipse.gmf.runtime.emf.type.core,1.4.0.v20100423-2359,"org.eclipse.gmf.runtime.emf.type.core",1493899263545
started,bundle,com.google.gdt.eclipse.designer.hosted,2.4.2.r37x201110181233,"com.google.gdt.eclipse.designer.hosted",1493899263789
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1493899263808
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1493899264007
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1493899264023
started,bundle,org.eclipse.php.core,3.0.0.v20110516-1100,"org.eclipse.php.core",1493899265468
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1493899265531
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1493899265532
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1493899270624
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1493899270628
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1493899270629
opened,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1493899270750
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1493899270968
opened,view,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1493899272700
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1493899272720
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1493899275526
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1493899275611
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899275659
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1493899277491
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1493899280696
started,bundle,com.google.gdt.eclipse.designer.wizards,2.4.2.r37x201110181249,"com.google.gdt.eclipse.designer.wizards",1493899286067
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899291867
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1493899300903
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899301542
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899302343
started,bundle,org.eclipse.papyrus.layouttool,0.8.0.v201106151827,"org.eclipse.papyrus.layouttool",1493899302361
started,bundle,org.topcased.layouttool.subeditor.topcased,0.9.0.201107291408,"org.topcased.layouttool.subeditor.topcased",1493899302364
started,bundle,org.topcased.modeler,3.1.14.201107291408,"org.topcased.modeler",1493899302367
started,bundle,org.topcased.facilities,2.6.1.201107291408,"org.topcased.facilities",1493899302380
started,bundle,org.topcased.requirement.bundle.topcased,1.0.0.201107291409,"org.topcased.requirement.bundle.topcased",1493899302384
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899302800
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1493899302811
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1493899303801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899308941
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899312765
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899312869
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899312953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899324851
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899335172
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899335472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899337416
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1493899337552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899340319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899347617
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899347688
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899347780
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1493899351425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899353207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899356194
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899359833
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899506912
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899509142
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899510047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899551383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899631165
activated,view,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1493899635603
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899635664
activated,view,org.eclipse.mylyn.tasks.ui,3.6.1.v20110728-0200,"org.eclipse.mylyn.tasks.ui.views.tasks",1493899639984
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899647010
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1493899648285
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899648309
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1493899660246
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.edit.text.folding.toggle",1493899668443
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.edit.text.folding.toggle",1493899669291
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.edit.text.folding.toggle",1493899670033
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1493899672091
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1493899749678
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1493899749696
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1493899749700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899763179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1493899763211
started,bundle,org.tmatesoft.svnkit,1.3.5.7406,"org.tmatesoft.svnkit",1493899765000
started,bundle,com.sun.jna,3.2.7,"com.sun.jna",1493899765281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899765672
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899766510
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1493899767816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899773579
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1493899791431
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1493899806017
